Symbol	Entrez	Ensembl
RPL13AP10	100132906	
RPL13AP11	100271276	
RPL13AP12	100271277	
RPL13AP13	402214	
RPL13AP14	100271278	
RPL13AP15	100271279	
RPL13AP16	100129553	
RPL13AP17	399670	ENSG00000231322
RPL13AP18	402342	
RPL13AP19	100132924	
RPL13AP20	387841	
RPL13AP21	100129799	
RPL13AP22	441632	
RPL13AP23	441641	
RPL13AP24	100271603	
RPL13AP25	100287887	ENSG00000136149
RPL13AP26	729212	
RPL13P	387044	
RPL13P2	128500	
RPL13P4	654383	
RPL13P5	283345	
RPL13P6	100129176	ENSG00000213176
RPL13P7	391140	
RPL13P8	100270928	
RPL13P9	100270927	
RPL13P10	100133108	
RPL13P11	100130225	
RPL13P12	388344	
RPL13P13	100129796	
RPL13P14	100130374	
RPL14	9045	ENSG00000188846
RPL14P1	144581	
RPL14P2	100270930	
RPL14P3	730747	ENSG00000241923
RPL14P4	100271282	
RPL14P5	442442	ENSG00000225661
RPL15	6138	ENSG00000174748
RPL15P1	128756	
RPL15P2	326279	
RPL15P3	653232	ENSG00000212802
RPL15P4	100129921	
RPL15P5	100127993	
RPL15P6	100270933	
RPL15P7	728576	
RPL15P8	100270934	
RPL15P9	100270935	
RPL15P11	402694	
RPL15P12	100131958	
RPL15P13	100131338	
RPL15P14	100271283	
RPL15P15	100128347	
RPL15P16	100127949	
RPL15P17	728002	
RPL15P18	728088	ENSG00000228501
RPL15P20	646672	
RPL15P21	100132722	
RPL15P22	100130624	
RPL17	6139	
RPL17-C18orf32	100526842	ENSG00000215472
RPL17P1	140748	
RPL17P2	652974	ENSG00000242135
RPL17P3	326286	ENSG00000271705
RPL17P4	326288	
RPL17P5	388132	
RPL17P6	645441	
RPL17P7	100132742	
RPL17P8	730255	
RPL17P9	729301	
RPL17P10	100270936	
RPL17P11	100270937	
RPL17P12	100270938	ENSG00000230559
RPL17P13	100270939	
RPL17P14	100270941	
RPL17P15	100128117	
RPL17P16	729349	
RPL17P17	100270943	ENSG00000223409
RPL17P18	100129657	
RPL17P19	100271150	ENSG00000241261
RPL17P20	391655	
RPL17P21	100271151	
RPL17P22	727984	
RPL17P23	100271152	
RPL17P24	100271153	
RPL17P25	442232	
RPL17P26	100129784	
RPL17P27	202789	
RPL17P28	100270940	
RPL17P29	100271154	
RPL17P30	100271155	
RPL17P31	100271156	
RPL17P32	100270942	
RPL17P33	646909	
RPL17P34	643863	
RPL17P35	100271284	ENSG00000233900
RPL17P36	729340	
RPL17P37	100271411	ENSG00000241590
RPL17P38	100271417	
RPL17P39	645296	
RPL17P40	100271413	
RPL17P41	100132645	
RPL17P42	100271418	ENSG00000239520
RPL17P43	729259	
RPL17P44	100129584	
RPL17P45	100271414	ENSG00000267664
RPL17P46	100271419	
RPL17P47	100271415	
RPL17P48	100271416	
RPL17P49	100271388	ENSG00000231211
RPL17P50	729046	ENSG00000213700
RPL17P51		ENSG00000271429
RPL18	6141	
RPL18A	6142	ENSG00000105640
RPL18AP1	326289	
RPL18AP2	387494	ENSG00000225043
RPL18AP3	390354	ENSG00000213442
RPL18AP4	127545	
RPL18AP5	729955	
RPL18AP6	285053	
RPL18AP7	100133038	ENSG00000232439
RPL18AP8	644082	ENSG00000218754
RPL18AP10	100271285	
RPL18AP11	100127999	
RPL18AP12	100271604	
RPL18AP13	646189	
RPL18AP14	100271420	ENSG00000223733
RPL18AP15	392522	ENSG00000236189
RPL18AP16	347544	ENSG00000237793
RPL18AP17		ENSG00000227952
RPL18P1	326291	
RPL18P2	100129421	
RPL18P3	100129374	
RPL18P4	392979	
RPL18P5	100270944	
RPL18P6	100131333	
RPL18P7	100270945	
RPL18P8	100129670	
RPL18P9	100129645	
RPL18P10	100271286	ENSG00000214359
RPL18P11	390612	
RPL18P12	390671	
RPL18P13	441775	
RPL19	6143	ENSG00000108298
RPL19P1	140759	
RPL19P2	654382	
RPL19P3	100131759	
RPL19P4	646710	
RPL19P5	646532	
RPL19P6	100270946	
RPL19P7	100131527	
RPL19P8	391719	
RPL19P9	653314	
RPL19P10	100270948	
RPL19P11	100270950	ENSG00000241668
RPL19P12	100129424	
RPL19P13	392193	ENSG00000239315
RPL19P14	100270951	
RPL19P15	642306	
RPL19P16	646255	
RPL19P17	100271287	
RPL19P18	100271288	
RPL19P19	646820	
RPL19P20	392451	ENSG00000229168
RPL19P21	392557	ENSG00000230508
RPL21	6144	ENSG00000122026
RPL21P1	6145	ENSG00000214760
RPL21P2	140715	
RPL21P3	128760	
RPL21P4	140660	
RPL21P5	641613	ENSG00000258640
RPL21P6	652975	ENSG00000239199
RPL21P7	145370	ENSG00000258613
RPL21P8	319145	ENSG00000180662
RPL21P9	283562	ENSG00000258618
RPL21P10	319143	ENSG00000239272
RPL21P11	157206	ENSG00000242571
RPL21P12	122409	ENSG00000259535
RPL21P13	319144	ENSG00000242837
RPL21P14	729208	
RPL21P15	654385	
RPL21P16	729402	
RPL21P17	727810	ENSG00000214073
RPL21P18	729484	ENSG00000213343
RPL21P19	641293	
RPL21P20	388621	
RPL21P21	100270877	
RPL21P22	100270878	
RPL21P23	100270879	ENSG00000236776
RPL21P24	100270880	ENSG00000229554
RPL21P25	100270881	
RPL21P26	100270882	
RPL21P27	100270952	
RPL21P28	100131205	ENSG00000220749
RPL21P29	440575	
RPL21P30	100271157	
RPL21P31	100271160	
RPL21P32	100271161	ENSG00000224019
RPL21P33	100270953	ENSG00000237024
RPL21P34	100270954	
RPL21P35	100270955	
RPL21P36	100270956	
RPL21P37	100129141	
RPL21P38	100131481	ENSG00000233934
RPL21P39	389156	ENSG00000239797
RPL21P40	100271158	ENSG00000235670
RPL21P41	100271159	ENSG00000214560
RPL21P42	100271162	ENSG00000240068
RPL21P43	100271163	ENSG00000231688
RPL21P44	402176	
RPL21P45	727821	
RPL21P46	645174	
RPL21P47	100271164	ENSG00000241344
RPL21P48	100271165	
RPL21P49	100271166	
RPL21P50	100271167	ENSG00000228489
RPL21P51	100271169	
RPL21P52	100128351	
RPL21P53	653156	
RPL21P54	100271168	
RPL21P55	100271170	
RPL21P56	100271171	
RPL21P57	100271172	
RPL21P58	100271173	
RPL21P59	100271174	
RPL21P60	100271175	
RPL21P61	645157	
RPL21P62	442160	
RPL21P63	100271176	
RPL21P64	100271177	
RPL21P65	100271178	ENSG00000216977
RPL21P66	100271179	ENSG00000225343
RPL21P67	100271180	ENSG00000219776
RPL21P68	645452	
RPL21P69	642738	
RPL21P70	646489	
RPL21P71	729962	ENSG00000239412
RPL21P72	100271181	
RPL21P73	100271182	
RPL21P74	100271184	
RPL21P75	728501	ENSG00000213860
RPL21P76	645373	
RPL21P77	100271183	
RPL21P78	100271185	
RPL21P79	100271188	
RPL21P80	100133273	
RPL21P81	100271389	
RPL21P82	650059	
RPL21P83	100271186	
RPL21P84	100271187	
RPL21P85	100271189	
RPL21P86	100271190	
RPL21P87	100131672	
RPL21P88	100271421	
RPL21P89	100271422	
RPL21P90	100271423	
RPL21P91	100271424	
RPL21P92	100130400	
RPL21P93	653665	
RPL21P94	100271425	
RPL21P95	100271427	
RPL21P96	100271428	
RPL21P97	387753	
RPL21P98	653079	
RPL21P99	100271429	
RPL21P100	100271430	
RPL21P101	100271431	
RPL21P102	100271432	
RPL21P103	100271433	ENSG00000241423
RPL21P104	100271435	ENSG00000242922
RPL21P105	728693	
RPL21P106	643264	
RPL21P107	644627	ENSG00000225239
RPL21P108	100271434	ENSG00000232701
RPL21P109	100271437	ENSG00000237816
RPL21P110	100271438	ENSG00000226617
RPL21P111	100271439	ENSG00000237109
RPL21P112	100270753	ENSG00000237924
RPL21P113	100271440	
RPL21P114	100271441	
RPL21P115	100271443	
RPL21P116	100271444	
RPL21P117	729241	
RPL21P118	100271446	
RPL21P119	653737	
RPL21P120	731688	
RPL21P121	100271445	
RPL21P122	100271447	
RPL21P123	100271448	
RPL21P124	100271450	
RPL21P125	100129685	
RPL21P126	100271449	ENSG00000242320
RPL21P127	100271452	
RPL21P128	440487	
RPL21P129	100271451	
RPL21P130	100271453	
RPL21P131	388532	
RPL21P132	100271390	ENSG00000183911
RPL21P133	100271391	ENSG00000236509
RPL21P134	728782	ENSG00000233254
RPL21P135	100419391	ENSG00000235482
RPL21P136	100419521	ENSG00000271215
RPL22	6146	ENSG00000116251
RPL22L1	200916	ENSG00000163584
RPL22P1	125371	
RPL22P2	326292	
RPL22P3	729662	
RPL22P4	100129102	
RPL22P5	100132479	
RPL22P6	100132047	
RPL22P7	100129819	
RPL22P8	100270957	
RPL22P10	100128408	
RPL22P11	402100	ENSG00000233707
RPL22P12	727747	
RPL22P13	442108	
RPL22P14	100270960	
RPL22P16	100270959	
RPL22P17	100271289	
RPL22P18	100271290	
RPL22P19	644022	
RPL22P20	100128664	
RPL22P21	100271455	
RPL22P22	100130922	ENSG00000213653
RPL23	9349	ENSG00000125691
RPL23A	6147	ENSG00000198242
RPL23AP1	6148	ENSG00000239257
RPL23AP2	401904	
RPL23AP3	8489	ENSG00000214914
RPL23AP4	54029	ENSG00000212932
RPL23AP5	729480	
RPL23AP6	128709	
RPL23AP7	118433	
RPL23AP8	641614	
RPL23AP10	326293	ENSG00000240051
RPL23AP11	326294	
RPL23AP12	391282	ENSG00000228861
RPL23AP14	341511	
RPL23AP15	391175	
RPL23AP16	647201	
RPL23AP17	100271138	
RPL23AP18	728134	
RPL23AP19	100131143	
RPL23AP20	645962	
RPL23AP21	728481	
RPL23AP22	100271291	ENSG00000237213
RPL23AP23	100271292	ENSG00000236863
RPL23AP24	728517	
RPL23AP25	653789	
RPL23AP26	391490	
RPL23AP27	100271456	
RPL23AP28	100271457	
RPL23AP29	100271458	
RPL23AP30	100271459	
RPL23AP31	100271460	
RPL23AP32	56969	
RPL23AP33	100271293	
RPL23AP34	100271294	
RPL23AP35	100271295	ENSG00000232568
RPL23AP36	100271296	
RPL23AP37	130773	
RPL23AP38	391504	
RPL23AP39	100271461	ENSG00000214074
RPL23AP40	100271462	ENSG00000242321
RPL23AP41	646685	
RPL23AP42	647099	
RPL23AP43	389101	
RPL23AP44	391825	
RPL23AP45	729764	
RPL23AP46	442260	ENSG00000213122
RPL23AP47	729277	
RPL23AP48	728567	
RPL23AP49	653236	
RPL23AP50	728106	ENSG00000232778
RPL23AP51	100271464	ENSG00000269721
RPL23AP52	100271465	
RPL23AP53	644128	ENSG00000223508
RPL23AP54	100271466	ENSG00000240486
RPL23AP55	100271467	
RPL23AP56	645809	
RPL23AP57	648294	
RPL23AP58	100271616	
RPL23AP59	100271618	
RPL23AP60	728933	
RPL23AP61	728484	
RPL23AP62	100271617	ENSG00000213233
RPL23AP63	729798	
RPL23AP64	649946	
RPL23AP65	440027	
RPL23AP66	100271620	
RPL23AP67	100271622	
RPL23AP68	100130555	
RPL23AP69	100271623	ENSG00000235315
RPL23AP70	100271619	
RPL23AP71	644384	
RPL23AP72	100271621	
RPL23AP73	100271625	
RPL23AP74	729617	
RPL23AP75	728207	
RPL23AP76	441781	
RPL23AP77	728538	
RPL23AP78	100271624	
RPL23AP79	100271626	
RPL23AP80	390949	
RPL23AP81	100271627	ENSG00000242748
RPL23AP82	284942	ENSG00000184319
RPL23AP83	100131846	ENSG00000234135
RPL23P2	54028	ENSG00000176054
RPL23P3	100130630	
RPL23P4	100270961	ENSG00000223903
RPL23P5	402120	
RPL23P6	646949	
RPL23P7	442659	
RPL23P8	222901	
RPL23P9	100129377	
RPL23P10	100270962	ENSG00000244708
RPL23P11	100271297	ENSG00000226407
RPL24	6152	ENSG00000114391
RPL24P2	140760	
RPL24P3	145235	
RPL24P4	377381	ENSG00000181524
RPL24P5	100129017	
RPL24P6	100129808	
RPL24P7	100270963	ENSG00000215016
RPL24P8	100270964	ENSG00000236801
RPL26	6154	ENSG00000161970
RPL26L1	51121	ENSG00000037241
RPL26P2	326297	
RPL26P3	326298	
RPL26P4	283603	
RPL26P5	654386	
RPL26P6	100131526	
RPL26P7	100270883	
RPL26P8	100270884	
RPL26P9	100270885	ENSG00000226128
RPL26P10	100270886	
RPL26P11	730070	
RPL26P12	391126	
RPL26P13	130865	
RPL26P14	100133235	
RPL26P15	100270965	
RPL26P16	646966	
RPL26P17	100128318	
RPL26P18	100270968	
RPL26P19	441073	
RPL26P20	100271191	
RPL26P21	646161	
RPL26P22	643101	
RPL26P23	100129517	
RPL26P24	728311	
RPL26P25	100270966	
RPL26P26	100270967	
RPL26P27	100271471	
RPL26P28	100130983	
RPL26P29	100131788	
RPL26P30	653147	ENSG00000236264
RPL26P31	100271469	
RPL26P32	400055	
RPL26P33	100132547	
RPL26P34	100271470	ENSG00000225404
RPL26P35	100128115	
RPL26P36	392501	
RPL26P37	441533	ENSG00000235175
RPL27	6155	
RPL27A	6157	
RPL27AP	128481	
RPL27AP2	391124	
RPL27AP3	100271298	
RPL27AP4	100271299	
RPL27AP5	100271300	ENSG00000182383
RPL27AP6	389435	
RPL27AP7	100271301	
RPL27AP8	100271605	ENSG00000229423
RPL27P1	326299	
RPL27P2	646446	
RPL27P4	646624	
RPL27P5	100270969	
RPL27P6	647112	
RPL27P7	100129234	
RPL27P8	729332	
RPL27P9	100270970	
RPL27P10	202122	
RPL27P11	442723	
RPL27P12	100271302	
RPL28	6158	
RPL28P1	402149	
RPL28P2	100270971	
RPL28P3	391828	
RPL28P4	441726	
RPL28P5	729279	
RPL29	6159	ENSG00000162244
RPL29P1	134756	
RPL29P2	118432	
RPL29P3	729042	
RPL29P4	387101	
RPL29P5	646417	
RPL29P6	391019	
RPL29P7	100270972	ENSG00000213063
RPL29P8	100131991	
RPL29P9	647285	
RPL29P11	100131713	ENSG00000224858
RPL29P12	283412	ENSG00000224993
RPL29P13	391738	
RPL29P14	100270974	ENSG00000241112
RPL29P15	728820	
RPL29P16	100131206	
RPL29P17	645224	
RPL29P18	644103	
RPL29P19	389655	
RPL29P20	100129332	
RPL29P21	732199	
RPL29P22	100271472	ENSG00000239924
RPL29P23	646077	ENSG00000241950
RPL29P24	100129591	
RPL29P25	642493	
RPL29P26	643531	
RPL29P27	100130792	
RPL29P28	646884	ENSG00000232378
RPL29P29	100271474	ENSG00000225289
RPL29P30	729611	
RPL29P31	284064	
RPL29P32	390856	
RPL29P33	401911	ENSG00000257074
RPL30	6156	ENSG00000156482
RPL30P1	100270975	ENSG00000225713
RPL30P2	100270976	ENSG00000234272
RPL30P3	100270977	ENSG00000223640
RPL30P4	100131230	ENSG00000237676
RPL30P5	100270978	ENSG00000239525
RPL30P6	100270980	ENSG00000242936
RPL30P7	100270979	ENSG00000244361
RPL30P8	100132053	
RPL30P9	100270981	ENSG00000242709
RPL30P10	100270982	ENSG00000243050
RPL30P11	100271303	ENSG00000244573
RPL30P12	100271304	ENSG00000240631
RPL30P13	100271305	ENSG00000229014
RPL30P14	100129867	ENSG00000243256
RPL30P15	100271192	ENSG00000233357
RPL30P16	100289099	ENSG00000230169
RPL31	6160	ENSG00000071082
RPL31P1	54027	ENSG00000214326
RPL31P2	140753	ENSG00000230837
RPL31P3	140718	ENSG00000237929
RPL31P4	729646	
RPL31P5	100129928	
RPL31P6	654387	
RPL31P7	654391	
RPL31P8	253013	
RPL31P9	619464	
RPL31P10	390283	
RPL31P11	641311	ENSG00000213075
RPL31P12	100270887	ENSG00000227207
RPL31P13	100270983	ENSG00000228646
RPL31P14	100129310	
RPL31P15	100270984	ENSG00000232430
RPL31P16	100129418	
RPL31P17	653773	
RPL31P18	285260	
RPL31P19	100270985	
RPL31P20	100270986	ENSG00000229756
RPL31P21	100270988	
RPL31P22	100270989	
RPL31P23	391581	
RPL31P24	100271194	
RPL31P25	100270987	
RPL31P26	100130537	
RPL31P27	100271198	
RPL31P28	442217	
RPL31P29	100270990	
RPL31P30	729203	
RPL31P31	727792	
RPL31P32	643851	
RPL31P33	442218	
RPL31P34	100271193	
RPL31P35	100271199	ENSG00000232612
RPL31P36	100271200	
RPL31P37	646787	
RPL31P38	442326	
RPL31P39	641790	
RPL31P40	100271196	
RPL31P41	100271201	ENSG00000239261
RPL31P42	100271197	
RPL31P43	392382	
RPL31P44	644522	
RPL31P45	729308	
RPL31P46	100271479	
RPL31P47	100271481	
RPL31P48	645654	
RPL31P49	100129882	
RPL31P50	341356	ENSG00000231788
RPL31P51	100271475	
RPL31P52	100271476	ENSG00000219355
RPL31P53	100271477	ENSG00000225352
RPL31P54	100271483	ENSG00000229865
RPL31P55	100128250	
RPL31P56	100271478	
RPL31P57	645993	
RPL31P58	100271485	ENSG00000243053
RPL31P59	100271480	
RPL31P60	100271486	
RPL31P61	100271487	ENSG00000243297
RPL31P62	100271482	
RPL31P63	100271392	ENSG00000236735
RPL32	6161	ENSG00000144713
RPL32P1	6163	
RPL32P2	654388	
RPL32P3	132241	ENSG00000251474
RPL32P4	100131339	
RPL32P5	23754	
RPL32P6	100270888	
RPL32P7	391560	
RPL32P8	100270991	
RPL32P9	100270992	ENSG00000241143
RPL32P10	391595	
RPL32P11	728572	
RPL32P12	731741	
RPL32P13	100270993	
RPL32P14	100270994	ENSG00000242654
RPL32P15	100132265	
RPL32P16	646104	
RPL32P17	402716	
RPL32P18	644907	
RPL32P19	646433	
RPL32P20	392271	
RPL32P21	100128004	
RPL32P22	644996	
RPL32P23	644020	
RPL32P24	100271489	
RPL32P25	100271490	
RPL32P26	100271491	
RPL32P27	100271306	
RPL32P28	100133193	ENSG00000232105
RPL32P29	729215	
RPL32P30	100271492	
RPL32P31	201259	
RPL32P32	100271488	
RPL32P33	100271493	ENSG00000243514
RPL32P34	100133162	
RPL32P35	100271393	ENSG00000223995
RPL32P36	392447	
RPL34	6164	ENSG00000109475
RPL34-AS1	285456	ENSG00000234492
RPL34P1	26514	ENSG00000237049
RPL34P2	26513	
RPL34P3	54026	ENSG00000223671
RPL34P4	100270889	
RPL34P5	100270995	
RPL34P6	100270998	ENSG00000231333
RPL34P7	100127995	
RPL34P8	100270999	
RPL34P9	100271002	
RPL34P10	100271004	
RPL34P11	100130286	
RPL34P12	100270996	
RPL34P13	100270997	
RPL34P14	100129934	
RPL34P15	100271000	
RPL34P16	100133294	
RPL34P17	100271001	ENSG00000240534
RPL34P18	100271003	ENSG00000240509
RPL34P19	100271494	
RPL34P20	100271308	
RPL34P21	100271495	
RPL34P22	100271498	ENSG00000244267
RPL34P23	100271499	
RPL34P24	100271309	
RPL34P25	100271501	
RPL34P26	100130718	ENSG00000223676
RPL34P27	651249	ENSG00000232858
RPL34P28	100271500	
RPL34P29	100271503	ENSG00000244551
RPL34P30	100271505	
RPL34P31	729536	
RPL34P32	100271502	
RPL34P33	730061	
RPL34P34	342994	
RPL34P35	100271504	
RPL35	11224	ENSG00000136942
RPL35A	6165	ENSG00000182899
RPL35AP	140716	
RPL35AP2	652983	
RPL35AP3	387074	ENSG00000230350
RPL35AP4		ENSG00000225644
RPL35AP5	100132122	
RPL35AP6	100271312	
RPL35AP7	100128984	
RPL35AP8	100271310	
RPL35AP9	100271311	
RPL35AP10	100271313	
RPL35AP11	100271314	
RPL35AP12	100271316	ENSG00000227283
RPL35AP13	100131945	
RPL35AP14	100271315	
RPL35AP15	100271317	ENSG00000243758
RPL35AP16	100271318	
RPL35AP17	100271319	
RPL35AP18	100271321	
RPL35AP19	100271322	ENSG00000239872
RPL35AP20	100128277	
RPL35AP21	100271506	ENSG00000229814
RPL35AP22	100271507	ENSG00000235133
RPL35AP23	100271629	
RPL35AP24	100271631	
RPL35AP25	100271633	
RPL35AP26	100271630	
RPL35AP27	100271635	
RPL35AP28	100271637	
RPL35AP29	100271638	
RPL35AP30	100271639	
RPL35AP31	100271640	ENSG00000233460
RPL35AP32	100271632	
RPL35AP33	100271634	
RPL35AP34	100271641	
RPL35AP35	100271636	
RPL35AP36	100128393	
RPL35AP37	100128807	
RPL35P1	440737	ENSG00000237991
RPL35P2	646766	ENSG00000220583
RPL35P3	728010	ENSG00000219902
RPL35P4	100271006	ENSG00000213783
RPL35P5	441246	ENSG00000225573
RPL35P6	100271007	ENSG00000244018
RPL35P7	341604	
RPL35P8	643653	ENSG00000226142
RPL35P9		ENSG00000174418
RPL36	25873	
RPL36A	6173	ENSG00000241343
RPL36A-HNRNPH2	100529097	ENSG00000257529
RPL36AL	6166	ENSG00000165502
RPL36AP1	100131379	
RPL36AP2	326301	
RPL36AP4	326304	
RPL36AP5	387090	
RPL36AP6	641556	ENSG00000231293
RPL36AP7	728202	
RPL36AP8	643007	
RPL36AP9	100271139	
RPL36AP10	100271140	ENSG00000237959
RPL36AP11	100129180	
RPL36AP12	100130034	
RPL36AP13	100271323	ENSG00000233747
RPL36AP14	100271324	
RPL36AP15	100271325	ENSG00000235369
RPL36AP16	100271327	
RPL36AP17	100271326	
RPL36AP18	100271328	
RPL36AP19	100271330	
RPL36AP20	100271329	
RPL36AP21	100271332	ENSG00000240785
RPL36AP23	729075	
RPL36AP24	100271508	
RPL36AP25	100271331	
RPL36AP26	729909	
RPL36AP27	100128072	
RPL36AP28	100271509	
RPL36AP29	100271510	ENSG00000224683
RPL36AP30	100271511	
RPL36AP31	642320	
RPL36AP32	100271512	
RPL36AP33	100191039	ENSG00000235619
RPL36AP34	100271513	
RPL36AP35	100271610	ENSG00000231810
RPL36AP36	644834	
RPL36AP37	729362	
RPL36AP38	100271642	
RPL36AP39	100271643	ENSG00000230980
RPL36AP40	554234	
RPL36AP41	100271644	ENSG00000242087
RPL36AP42	100271645	
RPL36AP43	100271646	
RPL36AP44	100132199	
RPL36AP45	441727	
RPL36AP46	729621	
RPL36AP47	100271647	
RPL36AP48	646175	ENSG00000213180
RPL36AP49	284230	
RPL36AP50	100271648	
RPL36AP51	649299	
RPL36AP53	100271611	ENSG00000224664
RPL36AP54	100271612	
RPL36AP55	100420206	ENSG00000226016
RPL36P1	140697	
RPL36P2	140751	
RPL36P3	326303	
RPL36P4	140750	ENSG00000224497
RPL36P5	127295	
RPL36P6	100271008	
RPL36P7	100271010	
RPL36P8	643205	
RPL36P9	100271009	
RPL36P10	100271011	
RPL36P11	642531	
RPL36P12	100271012	
RPL36P13	100271013	
RPL36P14	347292	
RPL36P15	100271334	
RPL36P16	651600	
RPL36P17	100271336	
RPL36P18	100271394	ENSG00000235656
RPL36P19		ENSG00000232540
RPL36P20	729032	ENSG00000234270
RPL37	6167	ENSG00000145592
RPL37A	6168	ENSG00000197756
RPL37AP1	140717	
RPL37AP2	100271337	
RPL37AP3	100132988	
RPL37AP4	100271338	
RPL37AP5	100129856	
RPL37AP6	100271339	
RPL37AP7	100131730	
RPL37AP8	644338	ENSG00000176343
RPL37AP9	100271606	
RPL37P1	140696	
RPL37P2	116730	
RPL37P3	378818	ENSG00000215369
RPL37P4	378819	ENSG00000230198
RPL37P5	654369	
RPL37P6	346950	ENSG00000241431
RPL37P7	100270890	
RPL37P8	100271014	
RPL37P9	100270828	
RPL37P10	100271015	ENSG00000224627
RPL37P11	100271016	
RPL37P12	100271017	
RPL37P13	100271018	
RPL37P14	100271019	
RPL37P15	100271020	
RPL37P16	100271021	
RPL37P17	100271202	
RPL37P18	100271342	
RPL37P19	100271515	
RPL37P20	100271340	
RPL37P21	100271516	ENSG00000236433
RPL37P22	100271341	
RPL37P23	648217	
RPL37P24	100271395	
RPL37P25		ENSG00000251597
RPL38	6169	ENSG00000172809
RPL38P1	116809	ENSG00000241993
RPL38P2	100129991	
RPL38P3	100132311	ENSG00000244422
RPL38P4	100130963	ENSG00000250562
RPL39	6170	ENSG00000198918
RPL39L	116832	ENSG00000163923
RPL39P	140719	
RPL39P2	326306	
RPL39P3	285785	
RPL39P4	654392	
RPL39P5	553117	ENSG00000214289
RPL39P6	100270891	ENSG00000238173
RPL39P7	100270892	
RPL39P8	100270893	
RPL39P9	100270894	
RPL39P10	100129952	
RPL39P11	100271022	
RPL39P12	100270829	
RPL39P13	100130802	
RPL39P14	100132127	
RPL39P15	647236	
RPL39P16	100271023	
RPL39P17	100271024	
RPL39P18	100271025	
RPL39P19	100271027	
RPL39P20	100131160	
RPL39P21	644499	
RPL39P22	100271028	
RPL39P23	100271203	
RPL39P24	100271396	
RPL39P25	100271517	
RPL39P26	100271518	
RPL39P27	100133222	
RPL39P28	100271520	ENSG00000244432
RPL39P29	100271522	ENSG00000236860
RPL39P30	100271519	
RPL39P31	100271525	
RPL39P32	100131387	
RPL39P33	100271521	
RPL39P34	100271523	ENSG00000242255
RPL39P35	100271524	
RPL39P36	100271526	
RPL39P37	100271528	
RPL39P38	100271529	
RPL39P39	100271530	
RPL39P40	100271531	ENSG00000226580
RPL39P41	100271532	
RPL41	6171	ENSG00000229117
RPL41P1	22971	ENSG00000227063
RPL41P2	22970	ENSG00000256338
RPL41P3	22969	
RPL41P4	326308	
RPL41P5	6172	
RPL41P6	286568	
RPL41P7	286570	
RPLP0	6175	ENSG00000089157
RPLP1	6176	ENSG00000137818
RPLP1P1	145499	
RPLP1P2	729138	
RPLP1P3	127099	
RPLP1P4	100129028	
RPLP1P5	130678	
RPLP1P6	729416	
RPLP1P7	133609	
RPLP1P8	100128745	
RPLP1P9	100271049	
RPLP1P10	100271346	
RPLP1P11	100131087	
RPLP1P12	646566	
RPLP1P13		ENSG00000232163
RPLP2	6181	ENSG00000177600
RPLP2P1	442175	
RPLP2P2	644198	
RPLP2P3	643949	
RPLP2P4	100271347	
RPLP2P5	100271348	
RPLP0P1		
RPLP0P2	113157	ENSG00000243742
RPLP0P3	122589	
RPLP0P4	391102	
RPLP0P5	643779	
RPLP0P6	220717	ENSG00000213553
RPLP0P7	100271047	ENSG00000238069
RPLP0P8	100131151	
RPLP0P10	390578	
RPLP0P11	647094	
RPN1	6184	ENSG00000163902
RPN2	6185	ENSG00000118705
RPP14	11102	ENSG00000163684
RPP21	79897	ENSG00000241370
RPP25	54913	ENSG00000178718
RPP25L	138716	ENSG00000164967
RPP30	10556	ENSG00000148688
RPP38	10557	ENSG00000152464
RPP40	10799	ENSG00000124787
RPP40P1		ENSG00000229310
RPP40P2	100420608	ENSG00000271190
RPPH1	85495	ENSG00000252678
RPPH1-2P		ENSG00000252497
RPPH1-3P		ENSG00000252350
RPRD1A	55197	ENSG00000141425
RPRD1B	58490	ENSG00000101413
RPRD2	23248	ENSG00000163125
RPRM	56475	ENSG00000177519
RPRML	388394	
RPS2	6187	ENSG00000140988
RPS2P1	140755	
RPS2P2	326325	
RPS2P3	326326	
RPS2P4	92427	ENSG00000196183
RPS2P5	100130562	
RPS2P6	342808	
RPS2P7	86781	ENSG00000235508
RPS2P8	440589	
RPS2P9	100131866	
RPS2P10	401974	
RPS2P11	343184	
RPS2P12	650901	
RPS2P13	100270826	
RPS2P14	100270827	
RPS2P15	100270858	
RPS2P16	100270860	
RPS2P17	400963	
RPS2P18	643960	
RPS2P19	100270859	
RPS2P20	645018	
RPS2P21	441013	
RPS2P22	100270861	
RPS2P23	100270910	
RPS2P24	100270912	
RPS2P25	100270913	ENSG00000241965
RPS2P26	643992	
RPS2P27	440447	
RPS2P28	100132673	ENSG00000179157
RPS2P29	646294	
RPS2P30	100270911	
RPS2P31	392781	
RPS2P32	256355	ENSG00000232818
RPS2P33	286150	
RPS2P34	442426	
RPS2P35	100130980	
RPS2P36	100271243	
RPS2P37	390206	
RPS2P38	196188	
RPS2P39	100271244	
RPS2P40	91561	
RPS2P41	100271245	
RPS2P42	100271247	
RPS2P43	100271246	
RPS2P44	100271248	
RPS2P45	80052	ENSG00000244378
RPS2P46	125208	
RPS2P47	644388	
RPS2P48	645173	
RPS2P49	100271251	
RPS2P50	729842	
RPS2P51	729679	
RPS2P52	100271250	
RPS2P53	729274	
RPS2P54	100271252	
RPS2P55	286444	ENSG00000216866
RPS3	6188	
RPS3A	6189	ENSG00000145425
RPS3AP1	101241875	ENSG00000233206
RPS3AP2	64725	ENSG00000219027
